UserId,Item1,Item2,bitClassification
2516,564,3652,1
55,2394,834,0
1042,1494,1079,0
4528,751,1839,0
4741,2587,2709,0
4207,3597,2840,0
5588,2708,952,1
1341,2194,2798,0
3665,2703,57,1
4465,1786,1833,1
4654,521,1874,1
117,1411,1726,1
34,25,3594,0
3806,3264,2409,1
3749,2794,3642,0
4634,1753,3371,1
483,597,3009,1
3718,1439,1869,0
3324,366,1373,1
5668,1791,3445,0
1280,1638,2135,1
4516,192,2465,0
1955,1239,2827,1
1218,2176,53,0
5578,257,2333,1
2969,2906,3102,1
1401,2747,2705,1
1239,1701,814,1
5627,3188,1068,1
3049,2888,897,0
5040,186,1712,1
435,920,2978,0
1552,1603,778,0
4152,1622,1811,0
4405,1942,449,1
2705,539,870,0
422,1486,645,1
4200,2050,1199,1
2204,1707,1953,0
344,2604,3069,1
753,498,1782,1
2065,1220,334,1
5874,557,870,0
4423,2993,2683,0
3769,569,1755,0
4639,2941,2861,1
148,287,959,0
3051,1690,3284,1
1692,522,60,1
5240,2013,2202,0
5521,313,3510,0
1498,1332,2993,1
5699,188,1584,1
1902,2771,1399,1
1343,2772,1105,0
3899,281,2220,0
5467,2163,2042,0
5547,2460,299,1
5417,246,1003,1
4974,391,3621,0
731,2541,1075,1
2570,3359,1872,0
4079,60,2992,0
3012,2725,841,1
5661,580,287,1
4860,231,287,0
5512,1438,1478,0
3224,3351,2705,1
4271,2313,1622,1
2082,2843,557,1
3266,648,3692,0
64,123,1661,1
4874,1208,1109,1
2114,2452,479,1
4019,574,3391,0
3770,77,2493,1
3804,2981,2431,1
722,1344,1700,0
5248,674,3523,1
4403,3127,2236,0
5420,3126,814,1
2711,2915,1495,1
2160,2491,2499,0
3004,3015,2582,0
164,1253,2840,0
4215,2101,1230,0
1669,1751,3467,1
1128,2441,1642,1
5626,3247,803,1
3405,319,515,0
3133,3477,449,1
4366,1380,699,0
4950,2538,1893,0
3477,1586,2490,1
1627,1117,2865,0
4129,2467,2796,1
5836,423,1775,0
4863,1163,1036,0
3958,643,241,1
4185,378,1603,1
4164,138,2058,1
3547,2263,694,0
769,504,3064,1
1703,1707,1796,0
2921,2797,3304,0
4105,1930,3676,0
2677,2697,2878,0
2101,473,2260,0
3138,2016,2515,0
786,34,2938,1
2859,2262,730,0
4648,2483,195,0
2594,604,3227,1
1945,3479,370,1
3680,1221,1011,0
2800,3035,2555,0
771,154,853,0
3505,842,2151,0
2315,3681,1091,1
4502,3410,1175,1
4683,3402,2394,0
1742,2849,3346,1
750,2091,3148,0
2953,1364,2518,1
1219,2394,1594,0
804,835,2371,1
3960,2730,643,0
5775,2778,2164,1
2826,1781,1898,1
5352,1313,2594,0
2019,2306,329,0
2470,312,3706,0
221,637,2246,1
5745,1604,499,0
4591,161,1555,0
5783,2798,381,0
4678,727,1439,1
2601,3249,2693,0
3971,3057,2877,0
3801,116,266,1
4498,2491,2929,0
5912,603,237,0
3774,3144,2261,1
1483,3676,770,0
3185,2935,869,0
1431,485,2357,1
4657,73,3062,1
387,290,1807,1
1151,3157,3226,1
4679,1569,733,1
4664,1028,1247,0
4126,2578,2435,0
2950,2067,888,1
4609,3578,2013,1
5345,1601,1663,0
4346,3365,2320,0
355,2476,1091,1
5064,1281,356,0
1521,1370,1930,1
4873,2864,473,1
4473,1471,2066,1
1006,2705,2610,0
3528,1248,914,1
4970,2090,2722,0
2885,2861,1341,0
1874,2740,3539,0
582,2704,2772,1
6035,1703,2272,1
1268,2316,2507,1
2193,1733,2433,0
4746,1732,3523,1
1721,2858,549,1
5132,1560,3315,1
5511,60,2978,0
3922,3334,2144,0
1052,244,235,0
3192,1634,2379,1
5233,3118,1542,0
1560,3321,492,1
5318,2537,290,1
13,2990,2735,0
3556,1137,1375,1
5513,2213,2102,1
1596,1604,176,0
132,1934,2697,1
211,817,2523,0
5463,117,645,1
2675,1360,244,1
5065,2789,3284,1
2657,3640,3010,0
5477,1770,562,1
952,127,200,0
5890,2263,2791,0
2876,33,986,1
3179,2458,1102,0
5599,2602,29,0
3778,584,2990,1
2798,802,3610,1
18,3025,1971,0
2276,3157,3407,1
5933,2815,1553,1
4300,662,2705,1
5253,1087,343,0
843,2263,87,0
3921,1066,1571,0
5351,3654,320,1
5531,1712,127,1
3450,287,580,0
5141,2928,1015,1
4175,2744,1014,0
5286,150,1498,1
3565,2830,1524,1
1379,1324,656,0
2261,3238,729,0
1873,1339,22,0
783,2883,1346,0
4068,1174,2080,0
359,3479,2990,1
1928,1650,2037,0
5207,3029,959,1
960,2185,2538,1
1600,2209,2141,1
4788,3652,1854,0
1539,734,3338,0
2038,2882,299,1
626,2422,1589,0
3073,2182,75,1
3903,431,3158,1
264,1229,2102,1
4651,1707,3625,0
5348,235,296,0
1746,98,1266,1
1243,2031,3537,1
5242,192,3480,0
5413,2930,1688,1
5889,876,1016,0
2015,2605,3205,0
3548,2688,557,1
580,2087,3666,0
57,2176,602,1
5271,854,3412,0
1493,1022,129,1
3308,1081,1739,0
2158,257,2105,1
5635,1290,1048,0
395,1154,249,0
556,1670,2628,0
3503,2615,1784,1
821,641,2948,0
2153,2963,1631,1
5219,241,59,0
5357,2246,2908,0
2744,3146,3549,1
5976,108,1130,0
3055,1055,1888,1
2722,1584,527,0
592,2250,1400,1
1565,3372,21,1
5287,1444,199,1
5385,1221,172,0
2504,1642,1701,0
3107,3035,2395,0
2044,2617,2367,1
3964,726,246,0
4506,1327,1896,1
2035,3652,3246,0
1935,769,639,1
552,2196,435,1
1171,983,2220,1
1731,1594,3595,1
1903,1257,1896,0
1249,541,143,0
5178,101,2570,1
4614,1360,764,0
4779,3402,2685,0
3555,634,2005,0
2369,2626,764,0
2385,2308,1415,0
1639,2440,675,1
1764,3330,1225,1
3784,405,3348,0
2330,1733,267,0
2978,2681,923,0
5757,3321,2875,0
5623,2990,1287,0
1430,1102,3396,0
1544,292,3239,0
6016,742,3085,1
5363,2697,212,0
3316,2800,2434,0
603,1128,2352,0
942,2386,1443,0
3758,1672,1810,1
3754,2471,1855,0
4631,1868,2592,1
1274,651,3073,0
676,1431,1871,0
3008,1462,375,0
4536,2697,645,0
1849,1327,1253,1
2542,1413,1273,1
6018,3127,241,1
6006,3204,2447,1
3705,1437,515,0
159,166,1703,0
2234,2620,3486,1
3406,1267,2562,0
176,3527,583,1
4199,447,2855,1
3346,3346,1201,1
3373,1704,1385,1
4125,24,290,1
1258,330,39,1
4345,2117,3145,1
2126,1627,28,1
997,809,2827,1
2698,1843,2261,1
3099,955,464,0
5020,2097,1695,1
3152,884,3644,0
2099,390,1070,0
2940,1397,26,0
2592,2932,959,1
4991,849,299,1
3755,1271,11,0
905,355,2608,1
3653,1112,1816,0
1748,2582,549,0
3292,1956,3446,0
1168,224,3523,1
2703,260,2375,0
1059,2846,2438,1
3614,1794,920,1
5794,3605,3376,0
5716,2568,1385,1
3970,1683,1838,0
1686,313,3604,1
845,80,3062,1
621,1270,2445,1
3773,2936,2224,0
2622,841,2327,0
3140,406,2071,0
1714,1336,3280,1
5356,2241,380,0
3203,2907,2909,1
5769,1002,3335,1
2753,702,2091,1
4322,2788,2705,1
2390,2855,3436,1
596,2880,1138,0
3650,3604,1268,1
2345,842,809,0
4235,1465,2270,0
2630,3016,3104,0
4257,3118,2890,0
5524,3441,1726,1
916,3398,1004,1
4136,1517,2183,1
2936,2369,222,1
195,1275,114,0
2813,3154,2278,1
1005,1461,329,0
5187,3009,2057,0
368,2261,390,0
2350,755,423,1
6013,1631,2600,0
4148,682,782,1
3436,1095,2118,0
3066,2525,3682,0
4621,307,33,0
1335,73,2990,1
4789,943,2742,0
2497,408,1728,0
1754,3533,3069,1
1506,937,1431,0
3947,428,3078,0
4003,3003,753,0
318,1686,1642,1
803,2908,3023,1
3572,2520,2463,0
5742,1639,958,0
711,1929,2644,0
98,3164,654,1
488,2626,1630,0
2883,1760,2899,0
3019,1876,406,1
2156,709,1708,1
1433,241,3104,0
5157,249,3148,0
1159,2327,1935,0
2949,521,1701,1
1983,988,2720,0
5644,596,3158,1
4900,3284,2960,0
4393,605,3292,1
2216,3348,273,0
1761,640,339,1
5652,2940,3437,0
4529,335,1011,1
1398,1112,1202,0
4740,3330,1509,0
4485,129,2686,0
3537,1235,3484,0
3261,3134,1246,1
6009,557,136,0
5862,557,2871,0
1926,2830,1438,0
2104,359,955,0
5618,730,2947,0
1490,2317,2626,1
5340,100,2738,1
5194,1848,1556,0
1371,423,191,0
1252,2871,264,0
2118,3376,2745,1
5092,56,557,1
317,2287,1923,0
5735,1411,2143,1
4303,2558,44,1
1364,2329,532,1
469,2400,3598,1
630,2749,937,1
5197,1873,126,1
5211,1201,1221,1
1012,986,1316,0
1290,85,1294,0
4404,3228,249,1
3594,339,287,1
3666,375,1604,1
4397,2795,3652,1
4761,3187,129,1
4510,2657,129,1
5728,240,1189,1
2928,2480,473,1
2730,1556,477,0
5336,1800,2410,1
714,1639,2272,0
669,2076,675,1
4112,2993,2271,0
301,1277,287,1
3076,111,3208,1
5944,3066,3328,1
2233,1833,703,0
3908,871,361,1
5410,1796,3312,1
278,1902,2524,1
1312,647,1582,0
4362,1743,533,0
609,2100,3317,1
6034,1268,1301,0
1113,64,1949,1
5574,95,2888,1
4278,2892,326,0
2760,1936,639,1
476,2184,2507,0
5792,1524,342,0
4830,3477,440,0
5855,934,528,0
1347,2706,647,1
5300,948,3329,0
637,2348,2272,1
2646,1989,833,1
1058,2868,3350,1
3449,261,636,0
896,1002,1224,0
3588,2886,374,1
5006,800,3032,1
1971,1164,853,0
4564,3651,1994,1
2755,1439,1405,0
1569,1759,662,0
3432,937,981,0
1050,2839,3541,1
4247,2771,2567,1
5183,1183,2979,0
388,3352,3176,0
5283,25,2511,0
511,1825,1343,0
859,1600,3321,1
1198,2832,2390,1
4071,955,3028,1
610,1268,2252,0
1865,3098,3449,0
5779,1501,2443,0
1961,580,1303,0
1465,1879,2665,0
3667,1760,1543,0
2097,1185,676,1
2210,602,329,0
1548,1487,856,0
161,1253,3604,0
1148,473,2350,0
904,464,2216,0
2704,2260,726,1
1555,2965,2475,1
1770,2993,2069,0
1954,3465,3229,0
175,2564,2705,1
4764,2935,3429,0
4994,2524,1237,0
3240,2983,1544,0
4521,2971,3471,0
1743,1267,1299,1
3807,3620,3627,0
4831,3337,2809,0
3559,2335,510,1
1116,3074,2425,1
287,1969,1816,1
2079,2095,641,1
5421,565,841,0
4526,420,1354,1
644,945,1879,1
3789,1162,833,0
5262,390,173,0
3590,409,3635,1
2107,2986,582,0
5077,222,3650,0
1138,2742,2593,1
3746,639,394,0
4394,1135,1772,1
1503,2246,448,0
5055,1378,222,1
4262,979,1642,1
1462,443,1068,1
78,3072,2861,0
5843,1310,756,0
3351,3085,618,0
772,439,773,1
1633,290,3655,0
88,3041,3685,1
566,654,2257,1
2428,2923,1712,1
599,1114,3705,0
3872,1172,1671,0
207,269,2475,1
2837,3423,3235,1
4738,1540,639,1
2237,1640,2010,1
4963,359,194,0
4858,1800,2473,1
4304,2394,388,0
458,1759,845,1
4170,549,3556,0
829,412,1532,0
2382,2661,2920,1
3884,1576,1487,1
5506,3538,685,1
209,3314,3088,1
1385,3133,213,1
1701,1098,2410,0
1803,710,1404,0
5277,699,2422,1
3298,2394,2541,0
1308,1117,2223,0
5542,3036,2206,0
3150,1585,2834,0
2602,2939,2420,0
4015,1313,2664,1
5711,3115,3146,0
4923,2756,2467,1
3735,446,168,1
2564,1132,1549,0
4598,2862,3280,0
2028,2401,3385,0
341,1693,3460,0
1329,3684,1302,0
2663,2013,3070,0
2632,2717,2694,0
1078,954,1584,1
5215,3488,2058,1
4483,641,3053,0
249,53,690,0
1494,1062,815,0
4995,901,659,0
5306,2117,1662,1
5600,1426,418,0
1190,1394,64,0
5597,978,641,1
2820,99,408,1
2024,3686,2596,0
4383,2820,2290,0
1947,2239,3347,0
1222,135,1177,0
402,1519,1782,1
1471,3398,2761,0
4928,25,2438,0
4008,3337,3016,1
1043,2288,1468,0
5415,1553,156,0
4422,3115,2099,1
2887,1107,2507,1
4492,3442,3677,1
1904,594,1439,1
1448,2126,2495,0
2023,3543,72,1
5034,1835,2614,1
2911,1306,884,1
3639,26,3224,1
3003,3565,565,1
5633,2602,2450,0
3876,1843,3072,1
428,2390,1938,0
5071,2538,1267,0
76,1587,2491,1
3928,68,1578,0
5756,847,184,0
4343,507,745,1
138,1319,65,1
2282,1378,2147,1
5782,1006,995,1
5204,2147,3398,0
1769,450,3423,1
1930,3019,379,1
2816,671,2483,0
1469,3096,853,1
3180,2735,556,0
2757,3384,3118,1
2768,2560,2797,1
5416,278,2816,0
5325,2806,162,1
3169,3092,3581,0
4920,45,826,0
749,532,955,0
4432,3371,2939,1
976,361,2816,0
1657,1887,814,1
228,332,59,1
2860,1529,2608,1
58,1502,1413,0
4192,549,2880,0
4160,1198,2892,1
3956,4,1594,0
4988,1273,2257,1
5276,3585,722,0
5592,1112,1197,0
1993,3371,3536,0
5448,3376,2462,1
1500,2172,3028,1
3980,1820,842,1
915,1090,980,1
4466,768,251,1
5221,1342,821,0
2674,2127,700,1
5113,473,1809,0
3589,745,2109,1
1631,3113,913,0
338,1116,1216,0
525,310,249,1
4759,2135,2406,0
2539,765,290,1
6037,2897,662,1
125,1902,1693,1
4612,35,1524,1
1324,3528,2824,1
5051,3679,3446,0
2283,3687,2173,0
91,2550,726,1
106,1066,458,0
3662,939,1898,0
2053,2569,841,1
5870,2691,2530,1
650,435,1661,1
1440,1656,359,1
5636,1743,1965,0
1663,1145,6,1
5535,299,2107,0
2578,1642,1474,0
1509,2030,3214,0
885,2047,2934,0
3737,2073,3374,0
3651,1072,1570,0
1830,175,457,0
3819,779,791,0
498,3172,1350,0
1995,9,1222,1
4183,431,3500,0
4652,1344,1970,0
3975,2794,40,0
3288,218,97,0
5713,3061,170,1
3365,2990,624,0
4522,1367,510,1
3426,2963,3146,1
4382,3607,266,1
4487,3222,1805,1
408,3632,2010,1
5814,429,2596,0
290,3203,828,1
2016,1453,1645,0
4890,3426,3635,1
291,1153,1037,0
3907,2862,1858,0
4739,2760,582,0
5671,2168,457,1
5900,859,607,0
4661,828,1972,1
4358,3653,452,1
4021,2675,2421,0
623,380,374,1
5081,1375,299,1
4355,1972,3304,0
887,690,3155,1
5,3301,26,0
3787,1984,2436,1
5552,1816,1145,0
4799,554,3118,1
157,1015,3246,0
6015,3204,1128,1
5368,2915,1910,1
3929,2714,320,1
2801,1730,2453,1
1381,1103,1439,1
824,2426,1022,1
5056,3677,2809,1
559,3125,827,0
4133,1043,2897,1
4109,3172,457,1
2517,630,151,0
2298,1204,1723,1
5585,2573,2473,1
840,1117,612,0
1094,2560,710,1
5619,3188,424,1
2996,3235,2460,0
4784,3062,3585,0
1499,2643,3429,1
2295,655,538,1
3212,2920,3101,0
260,361,3127,0
4020,1957,1888,1
509,1892,3459,0
2275,2356,3346,1
4572,428,2762,0
5640,599,3675,1
296,1134,1883,1
2481,2854,3593,1
692,1563,1471,0
4481,1245,463,1
591,2307,2272,1
5901,3396,3701,1
894,3091,1821,0
3864,1291,658,1
1593,301,1153,0
3716,769,3309,1
1024,1741,2008,1
4593,2131,4,0
2253,2462,2198,0
1584,1381,606,1
2232,127,2094,0
2510,1091,3698,1
4395,1258,2648,1
5556,3016,3228,0
5549,3106,3598,0
380,119,2192,1
2960,2540,669,1
5930,782,138,0
627,2102,3364,0
899,2012,3532,0
1594,1117,1806,0
2215,3432,692,1
3764,2444,406,1
3297,1690,2436,1
927,2537,3415,1
3592,2520,3646,0
5564,3062,1043,0
1802,1639,1099,0
4056,1653,2604,0
4293,190,1381,1
2791,1563,2590,1
3826,1669,1876,1
103,2362,1631,1
3384,2522,1886,1
362,1235,877,1
3986,2410,1932,1
4399,2996,800,1
601,2184,3390,1
4767,405,1540,0
5109,904,3598,1
4272,1979,2431,1
455,3541,300,0
1818,2914,2433,0
5378,1285,2605,0
1823,814,2941,0
5094,3003,1744,0
776,3137,1346,0
2881,2404,278,1
545,1849,2972,0
1618,469,2097,0
2604,3338,562,0
3944,2921,966,0
1387,2499,163,1
3407,3574,1631,1
1623,433,3597,0
2196,3238,1164,0
3030,678,1507,1
5715,515,3284,1
971,1880,173,0
955,446,2431,1
2612,398,405,1
198,2727,1378,0
5218,2766,479,0
2188,1469,2422,1
953,462,3005,1
910,160,3294,0
3936,1291,305,1
272,75,2904,0
5285,1975,932,0
2767,761,2725,0
1150,2162,3235,1
4190,2929,995,1
4604,2270,3163,1
5752,2848,3652,1
4214,1173,408,1
1807,2880,40,1
4480,306,1002,1
4135,2610,2890,1
5766,2425,3240,0
5603,2185,3541,1
1556,281,2808,0
3913,962,90,0
5483,129,1111,0
3706,2394,2204,0
5274,1918,814,1
1191,1424,3031,0
294,541,134,0
3502,2859,3062,1
3247,2524,1482,0
2546,1393,3373,1
374,3638,299,1
2410,2411,3020,1
979,11,2661,1
1015,3414,3503,0
2236,2465,1602,1
453,2889,2469,0
991,1755,3342,0
2584,2102,3439,0
1061,935,1703,0
1796,2230,436,1
5260,1438,589,0
2696,3333,1076,0
5887,1764,1045,0
3918,2741,2292,0
1296,1880,2314,0
3950,1111,3505,0
190,170,2481,0
194,328,1729,0
2008,550,3488,0
5074,1213,241,1
3033,3633,1782,1
3888,3509,1083,1
838,302,1828,1
4826,2901,3433,0
1089,1802,995,1
5311,2273,3040,0
5347,3278,3497,1
500,3353,2306,1
4748,1360,653,0
5942,2290,1080,1
4716,721,2064,0
5205,1631,1137,0
237,303,2013,1
1824,1996,2764,0
1446,3390,2645,0
3593,2108,639,1
5520,2091,2705,0
5346,2024,274,1
3305,2829,3407,1
3427,428,108,0
3058,1568,157,0
1228,1486,306,0
3401,315,745,1
2240,3001,2473,1
5634,1563,2211,1
2373,1902,3350,1
5750,397,388,1
3336,2851,358,1
1794,1309,2983,1
720,1022,531,1
4356,1990,1003,1
3689,2727,1652,1
3566,3309,507,1
5837,498,320,1
882,2676,49,1
3345,3124,3575,1
5786,192,1387,0
4256,369,1693,1
2964,2104,521,0
3158,2462,3195,0
1925,3613,2380,1
604,98,706,1
4274,2169,3321,1
3293,734,1524,1
2476,1856,724,0
5452,834,1095,1
96,642,1867,0
4169,2240,2524,1
4982,3510,669,0
4989,3023,161,1
4509,1598,419,0
1098,1288,1669,1
2267,1833,3273,0
2224,3635,2256,0
700,3163,3100,0
1991,583,2980,1
3721,3344,1121,0
624,1677,1749,0
1989,435,1678,0
3085,507,1366,0
5481,726,2043,0
2048,3408,2696,0
3458,286,21,0
1662,1432,124,1
1605,2513,2939,0
2124,1858,639,1
3934,1522,196,0
4025,814,664,0
3862,2432,1344,1
5038,2659,639,1
49,2687,1941,0
2190,2559,1100,1
484,2435,2432,1
2827,2793,2428,0
5612,3663,127,1
1756,2407,615,0
4592,3066,236,0
1328,532,1406,0
2138,856,1246,1
2420,35,1118,1
3183,997,2751,1
2040,3541,3606,0
3577,2437,2580,0
3725,299,3121,0
2433,556,2200,0
5023,2270,684,0
3392,2102,2662,0
3263,3213,3651,1
2321,3604,167,0
1695,835,1622,1
3891,1692,2858,1
3125,1942,1,1
2195,3393,1452,0
5758,2717,2871,1
3536,782,2996,0
4166,2011,45,1
5049,3636,3003,1
527,1879,1626,0
3444,14,3088,0
1264,3640,900,0
4033,979,2381,1
3910,1703,2898,1
4239,2321,52,1
618,891,2530,1
4635,1165,3145,1
2913,2020,366,1
3867,1840,706,1
1718,3571,620,0
3380,1474,1253,1
5990,2225,1081,1
2397,311,2239,1
2187,2795,1040,1
1876,1111,3688,0
187,2697,260,0
2322,3653,1486,1
1927,3301,2407,1
433,3365,530,0
1597,3157,2830,1
2957,1157,473,1
1837,2273,1645,0
4689,3429,163,0
2716,1089,3474,0
2326,3003,61,0
598,129,2956,0
4785,2681,560,0
3624,1879,2417,0
1921,3549,1794,0
3304,71,2407,1
3691,2760,904,0
2280,367,1833,1
4489,271,3521,0
3834,2453,713,0
370,1646,1900,1
84,336,209,1
206,368,2643,0
3036,3513,1175,1
4171,1689,2580,1
2063,2190,628,0
6000,1364,214,0
3060,3158,2630,0
3507,64,1990,1
1953,3532,223,1
4490,420,2732,0
242,2559,854,1
3531,1005,1708,1
5902,1883,2402,0
1112,528,1,1
1070,3320,733,1
871,2401,155,0
4496,3288,2984,0
4992,3587,2099,1
322,3329,948,1
5403,3014,1167,1
4331,463,962,0
5701,3066,37,0
2771,797,602,1
1994,350,13,1
2227,3521,3137,1
1144,2769,1486,1
4249,3158,385,0
4687,3373,1992,0
5154,531,2064,0
1528,3128,2283,0
4539,1450,2110,1
2159,3497,2652,0
1238,477,777,0
438,690,1810,1
4682,1296,3665,1
3509,557,1422,0
470,907,1689,1
2781,2099,1140,0
3018,1867,366,1
6039,2814,198,0
2402,1254,3055,0
2505,3193,1939,1
224,2619,3091,1
3193,104,2712,0
5280,982,3373,1
3821,1461,1390,0
2842,1886,3028,1
1019,2786,1308,1
1438,1259,517,1
6022,3587,2529,0
4464,2978,2517,1
2208,2799,706,1
3327,2413,3598,1
1444,460,1803,0
2467,1707,1871,0
2140,1382,2697,1
3411,683,161,1
4925,2464,2765,1
5270,439,919,0
2714,1039,3541,1
3654,1815,767,1
3091,2524,183,0
2549,3292,3481,0
1481,802,266,1
2260,2865,638,1
2005,54,1382,0
1920,993,3567,1
2640,171,177,1
1206,2112,224,0
244,3012,2409,1
1084,1568,2584,0
1319,645,3215,0
107,2740,497,0
3987,772,448,0
4046,2186,3587,1
2770,2985,1069,1
1867,736,1692,1
2691,1524,2347,0
3321,3003,2645,0
625,948,3147,0
1028,1630,312,0
3313,497,708,0
4101,2350,1058,1
4563,233,3422,0
3438,2014,2681,0
1576,3023,17,0
5579,3048,1337,0
1475,320,2623,0
2128,1830,1453,0
1707,71,1751,0
1416,3595,333,0
3663,3536,3433,1
3538,2084,1577,1
2808,1040,3324,1
5589,1615,914,1
2017,542,2670,0
490,405,3312,0
5078,223,3001,0
2567,1225,3067,0
5487,904,2338,1
3175,158,467,1
4128,782,1637,0
3206,184,2653,0
5030,247,1023,0
5166,266,40,0
5649,321,2456,0
884,1253,473,0
285,274,2312,0
1760,238,751,1
4889,1880,1547,0
1030,56,459,0
441,1958,129,1
3800,459,1357,1
5370,2524,2862,0
5360,1473,2957,0
2654,942,127,1
5105,520,1202,1
329,955,2090,0
3859,2748,119,1
851,359,298,0
3143,1497,241,1
1286,2087,486,0
3309,602,567,0
4469,2608,119,1
160,2096,3430,1
5981,399,1022,1
1033,565,1984,1
1931,79,2261,1
4289,1739,2535,1
3112,883,3335,1
907,2117,1384,1
3467,795,851,1
3448,2885,1874,1
716,1273,533,1
1361,1420,1011,1
789,741,2350,0
2559,1557,1318,0
4041,786,1313,1
2279,2625,129,1
3636,2013,3015,0
1812,2334,14,1
1877,2115,3117,0
4883,1677,591,0
1840,2381,3523,1
5616,1784,3705,0
743,3067,241,1
4573,1512,3277,0
5375,829,326,0
5934,1993,2783,0
27,532,9,0
874,523,1095,1
83,2443,2981,0
5647,3312,929,0
2607,920,1972,0
202,3292,1484,1
4072,1291,2272,1
120,2246,919,0
1795,1751,406,1
3897,1495,1081,1
3747,1959,1596,1
5438,1711,289,0
2312,127,303,0
4364,2575,75,1
252,2080,2078,0
5227,1265,1824,0
4324,1310,2349,0
3973,1591,1669,0
758,3143,3639,0
271,3235,1864,0
3355,1688,2543,0
3254,56,2530,1
1240,2455,827,0
568,988,1579,0
1123,2524,2457,0
2174,3494,2595,1
212,1372,2215,1
3043,630,1392,0
5791,2013,3498,0
1417,3620,2971,1
3094,2982,3118,1
4804,3532,662,1
503,1693,2681,0
4161,634,456,0
1934,3146,3011,1
5400,939,2557,0
216,2777,567,0
1311,3150,406,1
6005,2669,570,0
1026,1934,2572,0
2213,1088,189,1
1066,926,3619,0
5833,1903,2447,1
3786,299,1113,0
5432,433,3677,0
4378,3229,609,1
2489,3280,1994,1
1870,854,2310,0
5003,3111,1285,1
1429,1666,3675,1
1655,1024,2581,1
4259,2760,3536,0
3280,3599,3635,1
3532,353,2448,0
4040,540,565,0
4284,3051,854,1
4917,1162,1056,0
3480,3675,3220,0
5998,1310,1942,0
945,436,1829,0
3161,62,2642,1
1115,1083,3546,0
1822,838,1045,0
273,398,409,0
647,3464,3137,1
5625,259,2211,1
3299,2789,278,0
5793,1608,1253,1
143,996,102,1
5602,685,776,1
3388,2590,2372,0
5072,3418,359,1
1211,473,1250,0
215,3252,726,1
5198,3666,1620,0
403,71,2313,0
1363,1906,1584,1
3396,1383,1824,0
5717,3357,2581,1
4332,1568,75,1
3228,1391,2793,1
3795,2863,2797,1
2206,2610,1631,1
1136,2997,3321,1
3272,3536,1715,0
5282,218,2547,0
5263,1288,154,1
632,405,828,0
864,1218,2344,0
4904,2820,671,1
532,1476,1572,0
2325,3018,3581,0
5748,1874,1100,0
1081,1616,463,0
371,290,1424,1
2669,3015,1373,0
2580,1036,2211,1
3629,3660,1317,0
5289,1689,3419,1
3360,218,1299,0
1532,410,1683,1
1424,2924,3251,0
2702,406,2191,0
4964,2375,645,0
2026,1285,2602,0
1612,1301,2304,1
2731,2458,2270,0
2500,2410,1521,1
1008,1742,1486,1
2596,44,1902,0
1752,2401,3522,0
4341,1410,353,1
4335,235,2032,1
2362,1565,353,1
4124,2116,249,1
173,1486,2142,0
536,170,1332,0
2528,274,321,0
4290,3319,2998,0
737,2734,2922,1
5214,100,1900,1
2438,2500,2602,1
5466,338,39,1
4187,1170,928,1
4477,2750,124,1
4053,2441,1743,1
4064,1654,271,1
2725,1380,31,1
3943,125,835,0
1176,1743,3324,0
3368,136,1570,1
1337,3525,241,1
4012,282,3137,1
5666,1601,2025,0
2007,149,307,1
970,1852,1735,1
3124,1898,3345,1
782,3018,415,0
4721,707,1662,1
5760,804,3196,1
5011,3384,838,1
806,446,3118,1
4587,601,2611,0
4824,2099,2427,0
4348,1162,1112,1
1014,1419,3109,0
4406,697,1388,0
1996,389,2065,1
4216,2287,2794,1
3865,497,746,0
1685,3436,2913,1
1166,3254,2646,1
1402,2865,3235,1
3295,2987,2208,1
2733,1962,803,1
4643,1178,751,1
2894,3079,170,1
3391,3476,414,0
860,814,3235,0
4948,2941,1802,1
5479,738,958,1
4143,1670,814,1
3923,3115,964,0
3184,2713,1036,1
2469,2654,1973,0
2436,759,2705,1
1999,3148,2530,1
4004,197,1670,1
5725,1729,3698,1
4650,2643,2545,0
2002,1838,202,1
5812,2566,1399,0
4926,3124,2960,0
4699,2600,1661,1
5813,2123,28,1
1025,2689,220,1
2914,372,3275,1
389,133,2705,1
4588,861,3003,1
5502,3061,371,1
2368,2151,2375,1
2655,2681,2261,1
4669,2042,1175,1
2734,2730,1765,0
3613,2717,2255,0
2867,1601,2872,0
2012,1329,2792,0
5845,1109,1319,0
4350,1022,1360,1
5155,3070,1611,1
5962,2603,1584,1
356,1662,2931,0
1540,3053,1961,1
5503,604,3226,1
1256,1264,3341,0
1640,1245,2047,1
197,162,2116,0
4242,2936,2540,0
3813,3284,2873,0
4540,3234,2075,1
1831,2363,697,1
3052,2425,2252,0
457,1276,3062,1
1334,1917,1524,1
360,906,995,1
3598,2520,1454,0
5873,3158,2962,0
4075,1109,1584,1
3702,2030,1489,0
3000,1760,3238,0
4562,692,1438,1
570,1115,278,1
519,517,3124,0
2784,3610,2534,1
5319,878,3052,0
30,3555,2093,0
1838,512,3441,0
5584,3178,1308,1
1110,36,1473,1
1489,2445,1605,0
5096,534,3233,1
5380,799,3099,0
1339,2893,490,1
2387,2624,2682,1
2811,1562,3542,1
5828,276,135,1
3790,2087,1974,0
510,273,2461,0
2895,927,1072,1
2225,3098,2149,0
5878,266,1862,0
199,2507,2148,0
2266,2689,2101,1
3472,2517,1622,1
2648,3018,3440,0
4014,1806,1433,0
